time,q,raw_price,bid,ask,volume,open_interest,mark_type,stale
2024-06-23T00:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T01:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T02:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T03:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T04:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T05:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T06:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T07:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T08:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T09:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T10:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T11:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T12:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T13:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T14:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T15:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T16:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T17:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T18:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T19:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T20:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T21:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T22:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-23T23:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-24T00:00:00.000Z,0.2450,0.2450,,,,,trade,false
2024-06-24T01:00:00.000Z,0.2350,0.2350,,,,,trade,false
2024-06-24T02:00:00.000Z,0.2350,0.2350,,,,,trade,false
2024-06-24T03:00:00.000Z,0.2350,0.2350,,,,,trade,false
2024-06-24T04:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T05:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T06:00:00.000Z,0.2300,0.2300,,,,,trade,false
2024-06-24T07:00:00.000Z,0.2300,0.2300,,,,,trade,false
2024-06-24T08:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T09:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T10:00:00.000Z,0.2300,0.2300,,,,,trade,false
2024-06-24T11:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T12:00:00.000Z,0.2300,0.2300,,,,,trade,false
2024-06-24T13:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T14:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T15:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T16:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T17:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T18:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T19:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T20:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T21:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T22:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-24T23:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T00:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T01:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T02:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T03:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T04:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T05:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T06:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T07:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T08:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T09:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T10:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T11:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T12:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T13:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-25T14:00:00.000Z,0.2200,0.2200,,,,,trade,false
2024-06-25T15:00:00.000Z,0.2200,0.2200,,,,,trade,false
2024-06-25T16:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-25T17:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T18:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T19:00:00.000Z,0.2250,0.2250,,,,,trade,false
2024-06-25T20:00:00.000Z,0.2200,0.2200,,,,,trade,false
2024-06-25T21:00:00.000Z,0.2200,0.2200,,,,,trade,false
2024-06-25T22:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-25T23:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-26T00:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-26T01:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-26T02:00:00.000Z,0.2150,0.2150,,,,,trade,false
2024-06-26T03:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T04:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T05:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T06:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T07:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T08:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T09:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T10:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T11:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T12:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-26T13:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T14:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T15:00:00.000Z,0.1900,0.1900,,,,,trade,false
2024-06-26T16:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-26T17:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-26T18:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T19:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T20:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T21:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T22:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-26T23:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T00:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T01:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T02:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T03:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T04:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T05:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T06:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T07:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T08:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T09:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T10:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T11:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T12:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T13:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T14:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T15:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T16:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T17:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T18:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T19:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T20:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T21:00:00.000Z,0.1950,0.1950,,,,,trade,false
2024-06-27T22:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-27T23:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-28T00:00:00.000Z,0.1850,0.1850,,,,,trade,false
2024-06-28T01:00:00.000Z,0.2050,0.2050,,,,,trade,false
2024-06-28T02:00:00.000Z,0.3350,0.3350,,,,,trade,false
2024-06-28T03:00:00.000Z,0.3450,0.3450,,,,,trade,false
2024-06-28T04:00:00.000Z,0.3400,0.3400,,,,,trade,false
2024-06-28T05:00:00.000Z,0.3650,0.3650,,,,,trade,false
2024-06-28T06:00:00.000Z,0.3600,0.3600,,,,,trade,false
2024-06-28T07:00:00.000Z,0.3700,0.3700,,,,,trade,false
2024-06-28T08:00:00.000Z,0.3900,0.3900,,,,,trade,false
2024-06-28T09:00:00.000Z,0.3900,0.3900,,,,,trade,false
2024-06-28T10:00:00.000Z,0.3850,0.3850,,,,,trade,false
2024-06-28T11:00:00.000Z,0.4050,0.4050,,,,,trade,false
2024-06-28T12:00:00.000Z,0.4250,0.4250,,,,,trade,false
2024-06-28T13:00:00.000Z,0.4250,0.4250,,,,,trade,false
2024-06-28T14:00:00.000Z,0.3750,0.3750,,,,,trade,false
2024-06-28T15:00:00.000Z,0.3550,0.3550,,,,,trade,false
2024-06-28T16:00:00.000Z,0.4350,0.4350,,,,,trade,false
2024-06-28T17:00:00.000Z,0.4000,0.4000,,,,,trade,false
2024-06-28T18:00:00.000Z,0.3250,0.3250,,,,,trade,false
2024-06-28T19:00:00.000Z,0.3400,0.3400,,,,,trade,false
2024-06-28T20:00:00.000Z,0.3350,0.3350,,,,,trade,false
2024-06-28T21:00:00.000Z,0.3300,0.3300,,,,,trade,false
2024-06-28T22:00:00.000Z,0.3200,0.3200,,,,,trade,false
